EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-08-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 156852) of UNITED KINGDOM, DURHAM (STAID: 461)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   461,156852,18810309,    8,    0
   461,156852,18810310,    6,    0
   461,156852,18810311,    0,    0
   461,156852,18810312,    0,    0
   461,156852,18810313,   42,    0
   461,156852,18810314,    3,    0
   461,156852,18810315,    0,    0
   461,156852,18810316,    0,    0
   461,156852,18810317,    0,    0
   461,156852,18810318,    0,    0
   461,156852,18810319,    9,    0
   461,156852,18810320,   40,    0
   461,156852,18810321,   31,    0
   461,156852,18810322,    8,    0
   461,156852,18810323,   37,    0
   461,156852,18810324,    7,    0
   461,156852,18810325,    0,    0
   461,156852,18810326,    0,    0
   461,156852,18810327,    0,    0
   461,156852,18810328,   36,    0
   461,156852,18810329,   11,    0
   461,156852,18810330,    0,    0
   461,156852,18810331,    0,    0
   461,156852,18810401,   10,    0
   461,156852,18810402,    0,    0
   461,156852,18810403,    0,    0
   461,156852,18810404,    0,    0
   461,156852,18810405,    0,    0
   461,156852,18810406,    0,    0
   461,156852,18810407,    0,    0
   461,156852,18810408,    0,    0
   461,156852,18810409,    0,    0
   461,156852,18810410,    0,    0
   461,156852,18810411,   81,    0
   461,156852,18810412,    0,    0
   461,156852,18810413,    6,    0
   461,156852,18810414,    7,    0
   461,156852,18810415,    0,    0
   461,156852,18810416,    0,    0
   461,156852,18810417,    0,    0
   461,156852,18810418,    4,    0
   461,156852,18810419,    3,    0
   461,156852,18810420,    6,    0
   461,156852,18810421,    0,    0
   461,156852,18810422,    0,    0
   461,156852,18810423,   23,    0
   461,156852,18810424,    0,    0
   461,156852,18810425,    0,    0
   461,156852,18810426,   65,    0
   461,156852,18810427,   21,    0
   461,156852,18810428,    0,    0
   461,156852,18810429,    0,    0
   461,156852,18810430,   23,    0
   461,156852,18810501,    3,    0
   461,156852,18810502,   17,    0
   461,156852,18810503,   23,    0
   461,156852,18810504,   26,    0
   461,156852,18810505,    0,    0
   461,156852,18810506,    0,    0
   461,156852,18810507,    0,    0
   461,156852,18810508,    0,    0
   461,156852,18810509,    0,    0
   461,156852,18810510,    0,    0
   461,156852,18810511,    0,    0
   461,156852,18810512,    0,    0
   461,156852,18810513,    0,    0
   461,156852,18810514,   21,    0
   461,156852,18810515,   40,    0
   461,156852,18810516,    3,    0
   461,156852,18810517,   17,    0
   461,156852,18810518,    4,    0
   461,156852,18810519,    6,    0
   461,156852,18810520,    1,    0
   461,156852,18810521,    0,    0
   461,156852,18810522,    0,    0
   461,156852,18810523,    0,    0
   461,156852,18810524,  154,    0
   461,156852,18810525,    2,    0
   461,156852,18810526,    0,    0
   461,156852,18810527,    0,    0
   461,156852,18810528,    0,    0
   461,156852,18810529,    0,    0
   461,156852,18810530,    0,    0
   461,156852,18810531,    0,    0
   461,156852,18810601,    0,    0
   461,156852,18810602,    0,    0
   461,156852,18810603,    0,    0
   461,156852,18810604,    9,    0
   461,156852,18810605,    0,    0
   461,156852,18810606,   97,    0
   461,156852,18810607,   23,    0
   461,156852,18810608,    0,    0
   461,156852,18810609,    0,    0
   461,156852,18810610,    0,    0
   461,156852,18810611,    0,    0
   461,156852,18810612,    2,    0
   461,156852,18810613,    0,    0
   461,156852,18810614,    0,    0
   461,156852,18810615,    2,    0
   461,156852,18810616,   82,    0
   461,156852,18810617,  103,    0
   461,156852,18810618,   36,    0
   461,156852,18810619,   10,    0
   461,156852,18810620,   23,    0
   461,156852,18810621,   11,    0
   461,156852,18810622,    2,    0
   461,156852,18810623,    0,    0
   461,156852,18810624,   38,    0
   461,156852,18810625,    2,    0
   461,156852,18810626,    6,    0
   461,156852,18810627,    9,    0
   461,156852,18810628,    0,    0
   461,156852,18810629,   11,    0
   461,156852,18810630,   82,    0
   461,156852,18810701,    0,    0
   461,156852,18810702,    0,    0
   461,156852,18810703,    0,    0
   461,156852,18810704,    0,    0
   461,156852,18810705,  310,    0
   461,156852,18810706,   70,    0
   461,156852,18810707,    0,    0
   461,156852,18810708,    7,    0
   461,156852,18810709,   13,    0
   461,156852,18810710,    3,    0
   461,156852,18810711,    0,    0
   461,156852,18810712,    0,    0
   461,156852,18810713,    0,    0
